"sex","marital","date1a","date2a","act87a","act87b","party","race","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart4","date4a","date4b","stud","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","age","zipcode","educ2","inc"
1,5,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,40,84117,8,5
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,57,20910,8,9
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,9,1,3,NA,NA,NA,NA,NA,60,11223,6,7
1,1,NA,NA,NA,NA,3,2,2,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,59,6457,3,3
1,6,NA,NA,NA,NA,2,1,2,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,61,43311,3,1
1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,35,21502,8,6
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,49,49461,6,8
1,8,1,1,NA,2,1,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,63,19090,8,2
2,1,2,2,NA,1,2,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,45,27513,6,8
1,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,2,2,24,33054,6,6
2,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,65,33321,4,5
2,4,2,NA,2,NA,2,2,2,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,48,28376,3,1
1,1,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,76,43056,4,5
2,3,NA,NA,NA,NA,2,1,2,2,1,1,6,1,1,3,NA,NA,NA,NA,NA,86,2771,6,99
1,6,1,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,28,11207,8,5
1,3,NA,NA,NA,NA,9,1,9,9,9,9,NA,1,1,3,NA,NA,NA,NA,NA,65,7070,4,99
2,6,2,2,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,25,15901,2,2
1,6,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,45,83406,6,6
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,57,2025,6,9
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,60,33981,6,7
1,1,2,2,NA,1,8,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,8,8,32,48335,6,7
2,6,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2,19,48327,3,1
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,8,1,1,1,1,1,2,32,3033,8,8
2,1,NA,NA,NA,NA,1,1,1,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,80,48917,3,7
1,6,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,29,43229,3,2
1,5,NA,NA,NA,NA,9,9,2,2,1,2,4,1,1,3,NA,NA,NA,NA,NA,99,99999,99,9
2,1,2,2,1,NA,3,2,2,2,1,1,1,2,2,3,2,2,2,2,2,20,75034,99,99
1,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,26,68137,6,6
1,2,2,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,40,34474,1,2
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,52,37075,6,8
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,1,2,8,2,32,73737,3,3
1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,81,38040,3,3
1,1,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,NA,NA,55,62421,3,99
1,6,2,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,28,37215,3,2
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,33,66011,6,3
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,9,2,3,NA,NA,NA,NA,NA,65,6877,8,9
2,6,2,1,1,NA,3,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,20,37403,4,7
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,9,3,NA,NA,NA,NA,NA,68,45807,8,9
2,1,2,2,2,NA,4,3,NA,NA,NA,NA,NA,2,9,3,NA,NA,NA,NA,NA,68,11366,8,9
2,6,2,NA,2,NA,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,45,48126,1,99
1,1,NA,NA,NA,NA,2,1,8,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,75,22974,1,1
2,1,2,2,NA,1,9,1,NA,NA,NA,NA,NA,8,2,3,1,2,2,2,2,47,75701,3,99
2,5,2,NA,1,NA,3,1,2,2,2,2,6,2,2,3,2,2,2,2,2,50,33903,4,3
2,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,99,60558,4,99
2,1,NA,2,NA,NA,2,1,2,2,1,1,3,2,2,3,NA,NA,NA,NA,NA,70,4412,3,2
1,1,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,42071,1,7
2,2,NA,NA,NA,NA,3,1,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,29,37688,3,1
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,64,43452,4,7
1,1,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,56,43011,3,7
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,53,38632,6,9
1,6,1,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,23,13733,5,3
1,5,NA,NA,NA,NA,4,1,1,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,65,88401,3,5
2,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,38,75089,2,7
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,1,2,50,71104,4,99
2,1,2,2,1,NA,3,2,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,57,33417,3,8
1,6,2,2,1,NA,1,2,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,2,25,43227,3,3
1,2,1,2,1,NA,4,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,1,2,30,73112,8,8
2,6,1,1,NA,1,2,2,1,2,1,2,5,2,2,3,1,2,2,2,2,43,35215,3,2
2,5,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,32,51503,1,1
1,6,1,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,33,46163,1,1
1,1,NA,NA,NA,NA,3,1,2,2,1,1,9,1,1,3,NA,NA,NA,NA,NA,25,19604,1,2
1,6,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,2,26,31721,5,7
1,6,2,2,NA,1,8,2,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,18,23321,3,98
1,1,2,2,NA,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,40,36534,3,5
2,5,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,44,23233,5,8
2,2,1,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,39,20910,6,7
1,6,2,NA,8,NA,3,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,62,2453,8,1
2,3,1,2,2,NA,1,1,1,2,1,2,4,1,2,3,NA,NA,NA,NA,NA,62,32617,8,7
1,1,NA,NA,NA,NA,2,1,1,2,1,2,NA,1,1,3,NA,NA,NA,NA,NA,80,49249,6,7
1,6,2,2,1,NA,3,2,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,20,6606,4,9
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,2,2,51,53120,6,6
2,6,2,2,NA,2,1,1,2,2,1,2,3,1,1,3,NA,NA,NA,NA,NA,26,67211,4,4
1,6,2,NA,NA,2,4,3,2,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,20,47683,3,8
1,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,34,87106,8,9
1,1,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,59,11216,4,4
1,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,60,40476,5,9
1,1,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,67,43138,3,6
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,2,1,2,2,2,24,85552,5,4
1,1,2,2,1,NA,2,5,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,45,87104,8,8
1,6,2,2,1,NA,3,4,1,1,2,2,3,2,2,3,2,2,2,2,2,23,7620,6,4
2,6,2,2,NA,1,2,4,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,24,79938,3,99
1,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,60,80907,8,99
1,3,2,2,NA,1,3,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,45,30066,6,8
1,2,2,2,NA,2,2,1,2,1,1,8,3,1,2,3,NA,NA,NA,NA,NA,66,48158,3,5
1,6,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,20,33404,3,5
1,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,46,46221,2,5
1,1,2,2,NA,1,2,4,NA,NA,NA,NA,NA,9,9,3,2,2,2,2,2,43,33436,4,99
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,72,99999,8,99
1,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,18,85716,3,6
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,9,2,3,NA,NA,NA,NA,NA,80,85020,98,4
2,1,2,2,1,NA,3,6,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,2,44,83467,2,1
1,6,2,2,1,NA,1,6,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,29,85035,3,2
2,1,2,2,1,NA,1,1,2,2,1,1,1,2,2,3,2,2,1,2,2,27,64154,8,9
2,6,1,2,1,NA,2,2,1,2,2,2,NA,2,1,3,2,2,1,2,2,60,60643,4,4
1,5,NA,2,NA,NA,2,1,2,2,2,2,NA,2,1,3,NA,NA,NA,NA,NA,61,32141,3,6
1,1,2,2,NA,1,4,1,1,2,1,2,4,2,2,3,2,2,2,2,2,35,32301,6,3
2,6,1,1,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,21,60532,6,7
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,49,11967,5,8
2,5,NA,2,NA,NA,8,2,2,2,1,8,NA,2,2,3,NA,NA,NA,NA,NA,55,99999,1,98
2,5,2,2,NA,2,2,2,8,2,8,8,NA,2,2,3,NA,NA,NA,NA,NA,65,35091,2,1
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,42,70342,8,7
2,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,25,37405,6,6
2,1,NA,NA,NA,NA,3,1,2,2,1,2,1,2,2,3,NA,NA,NA,NA,NA,69,28743,3,99
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,1,8,2,NA,NA,NA,NA,NA,61,71901,6,1
1,6,NA,NA,NA,NA,3,1,1,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,24,99999,3,5
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,34,63303,8,99
2,6,2,1,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,45,53403,8,6
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,53,71913,4,6
2,6,1,2,1,NA,2,2,NA,NA,NA,NA,NA,2,1,3,2,2,1,2,2,31,39157,8,4
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,65,65301,8,8
2,6,2,2,NA,1,1,1,2,2,1,1,1,1,1,3,1,1,2,2,2,26,75373,5,7
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,8,2,2,55,74604,4,9
1,1,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,33,65738,6,6
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,61,95608,8,5
2,4,2,NA,2,NA,3,1,1,2,2,2,4,2,2,3,NA,NA,NA,NA,NA,55,99347,6,6
2,1,2,2,NA,2,3,6,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,47,97005,98,1
2,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,18,90303,3,4
2,6,1,1,1,NA,2,3,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,2,28,94041,8,9
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,63,92399,6,9
2,1,2,2,1,NA,3,6,2,1,1,1,1,2,2,3,2,2,2,2,2,26,98801,3,2
2,2,NA,2,NA,NA,3,6,2,2,1,1,3,2,2,3,NA,NA,NA,NA,NA,63,99999,2,98
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,55,91320,6,7
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,74,98148,6,9
2,6,2,2,NA,1,2,4,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,33,92131,8,7
2,6,2,2,1,NA,2,1,2,2,1,1,2,1,1,3,2,2,2,2,2,24,95337,5,2
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,65,98055,6,9
2,1,2,NA,NA,2,3,6,2,2,1,2,1,1,1,3,NA,NA,NA,NA,NA,47,95327,3,3
1,1,2,2,NA,2,2,6,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,58,94565,4,6
1,6,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,19,59701,4,4
1,6,2,2,NA,1,4,6,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,30,84601,3,3
2,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,32,57701,5,8
1,1,2,2,1,NA,1,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,1,2,99,89149,4,9
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,48,84511,5,4
1,6,1,1,NA,1,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,36,92024,8,9
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,8,2,35,91352,4,8
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,61,88310,8,9
2,1,2,2,1,NA,3,6,2,2,1,2,1,1,2,3,2,2,2,2,2,22,92674,3,4
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,1,2,2,2,2,30,97201,6,7
1,1,1,2,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,50,94011,3,8
2,6,2,2,2,NA,8,6,1,8,2,2,8,1,1,1,NA,NA,NA,NA,NA,23,80219,4,7
2,2,2,2,NA,2,2,1,2,2,2,2,3,2,2,3,NA,NA,NA,NA,NA,33,83837,4,5
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,62,97330,6,99
2,6,2,NA,1,NA,3,6,1,2,1,1,4,2,2,2,1,2,2,2,2,20,94591,4,2
1,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,21,92805,4,3
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,65,92027,6,8
1,6,NA,2,NA,NA,3,1,2,2,8,1,2,1,1,3,NA,NA,NA,NA,NA,25,44720,4,2
2,5,NA,NA,NA,NA,3,1,8,1,1,1,6,1,1,3,NA,NA,NA,NA,NA,93,7920,4,3
2,1,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,61,44647,6,5
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,39,3104,5,5
1,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,1,2,29,24635,5,3
1,9,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,33,44720,6,99
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,2,1,1,1,2,1,2,2,19,49048,4,9
2,3,2,2,2,NA,3,1,1,2,2,2,3,1,1,3,NA,NA,NA,NA,NA,70,46510,4,5
2,5,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,46,30032,3,99
1,5,NA,NA,NA,NA,8,2,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,61,99999,1,99
1,3,2,1,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,26,6320,6,6
1,6,1,2,NA,2,1,1,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,32,29841,3,4
1,1,2,2,NA,1,5,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,1,2,43,81637,6,9
1,2,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,1,2,31,27410,4,1
1,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,37,33771,5,4
2,1,NA,NA,NA,NA,3,1,8,2,2,2,NA,1,8,3,NA,NA,NA,NA,NA,80,31757,3,6
2,6,2,2,1,NA,3,4,1,2,2,2,3,1,1,3,1,1,1,2,2,30,14215,5,4
1,3,NA,NA,NA,NA,2,2,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,64,31061,4,2
1,3,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,61,28205,4,2
1,6,2,2,NA,1,3,2,2,2,1,1,4,1,1,2,1,2,1,2,2,22,30310,3,1
1,1,NA,NA,NA,NA,2,1,2,2,1,1,2,2,1,3,NA,NA,NA,NA,NA,59,41725,3,6
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,52,19007,3,4
1,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,59,46168,3,8
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,72,8527,6,99
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,30,33629,8,8
1,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,41,46953,8,5
1,2,1,NA,1,NA,3,1,1,2,1,1,6,1,1,3,1,1,2,2,2,25,15212,6,4
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,99,33592,7,99
2,3,NA,NA,NA,NA,4,1,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,64,70032,1,1
1,6,1,2,1,NA,4,2,NA,NA,NA,NA,NA,1,2,1,2,1,1,2,2,25,75054,6,7
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,52722,8,9
2,2,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,26,54457,5,7
1,6,1,1,NA,1,9,1,NA,NA,NA,NA,NA,1,2,3,1,2,1,2,2,28,37209,8,5
1,6,2,2,1,NA,3,3,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,2,32,49009,6,6
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,72,60430,5,99
1,3,2,2,NA,2,2,1,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,68,73109,3,98
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,66,70094,5,9
1,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,31,67428,4,4
1,1,2,NA,NA,1,4,1,2,2,1,1,5,1,1,3,2,2,1,2,2,57,54495,3,7
1,6,NA,NA,NA,NA,9,1,1,9,1,1,1,1,1,3,NA,NA,NA,NA,NA,52,28205,2,98
2,2,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,1,2,1,2,2,24,48146,6,2
2,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,23,14580,4,8
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,51,99999,8,98
1,6,NA,NA,NA,NA,2,1,2,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,62,25701,4,1
2,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,53,75642,8,3
1,1,NA,NA,NA,NA,3,1,1,2,1,2,NA,2,2,3,NA,NA,NA,NA,NA,62,34974,3,2
1,3,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,64,95060,8,3
2,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,32,61032,6,5
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,40,32771,6,6
2,6,2,2,1,NA,2,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,23,71457,4,7
1,6,2,2,1,NA,2,8,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,2,36,10021,5,7
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,31,78249,8,6
2,5,2,NA,NA,1,2,6,2,2,2,2,NA,8,2,3,2,2,2,2,2,51,79415,3,2
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,42,60638,4,5
1,6,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,18,99999,2,98
1,6,2,NA,NA,1,3,9,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,50,1852,3,1
1,6,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,18,44862,4,6
2,6,2,2,NA,1,3,1,1,2,1,1,2,2,2,1,2,2,1,2,2,28,75050,4,98
1,6,2,2,NA,1,9,1,NA,NA,NA,NA,NA,9,1,9,1,2,2,2,2,26,20062,99,99
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,53,56501,4,7
1,1,2,NA,1,NA,9,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,72,17201,6,98
2,1,NA,NA,NA,NA,2,1,2,2,1,2,NA,2,2,3,NA,NA,NA,NA,NA,56,80229,4,6
1,6,2,2,NA,1,4,1,2,2,9,8,NA,1,1,3,1,2,1,1,2,27,99999,3,98
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,18,84043,5,7
1,3,2,NA,NA,1,3,2,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,36,19150,5,1
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,27,43215,6,7
2,1,2,NA,NA,1,9,1,2,2,2,2,NA,2,2,3,1,2,2,2,2,69,34480,8,8
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,40,30292,8,7
2,2,2,2,NA,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,2,29,78114,3,1
1,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,98,10473,6,98
1,6,1,1,NA,1,2,1,NA,NA,NA,NA,NA,1,8,3,2,1,2,2,2,29,48220,8,4
2,8,NA,2,NA,NA,1,2,2,1,1,1,8,2,2,1,NA,NA,NA,NA,NA,19,99999,2,2
1,1,2,NA,2,NA,3,1,NA,NA,NA,NA,NA,9,9,3,NA,NA,NA,NA,NA,71,14622,3,99
2,2,2,2,1,NA,1,2,2,1,1,1,8,1,1,3,2,1,2,2,8,23,48234,1,1
1,3,2,NA,1,NA,3,1,1,2,2,2,NA,2,2,3,2,2,2,2,2,58,3833,3,3
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,1,3,2,2,1,2,2,65,63135,6,8
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,43,30012,2,2
1,1,NA,NA,NA,NA,3,1,2,2,1,1,8,8,8,3,NA,NA,NA,NA,NA,72,28211,8,99
2,3,2,NA,NA,2,2,2,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,56,48187,5,3
2,3,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,63,30738,3,3
2,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,31,70005,6,5
1,6,NA,NA,NA,NA,3,2,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,45,76548,3,2
1,2,1,1,1,NA,3,1,1,2,2,1,6,1,2,3,1,2,2,2,2,50,97411,8,1
2,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,52,94598,6,9
2,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,2,2,3,1,1,2,2,2,37,91730,6,7
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,27,92703,4,3
2,3,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,66,48162,5,3
2,1,2,2,NA,1,2,5,NA,NA,NA,NA,NA,1,1,2,1,2,1,8,2,56,74008,5,6
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,1,2,64,48858,4,8
2,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,46,11379,8,6
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,32,27526,6,4
2,3,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,44,65049,4,4
2,1,2,1,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,49,46536,8,9
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,2,2,46,44236,8,8
