"sex","marital","date1a","date2a","act87a","act87b","party","race","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart4","date4a","date4b","stud","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","age","zipcode","educ2","inc"
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,2,26,67117,6,5
1,2,2,NA,NA,1,2,1,1,2,1,1,2,1,1,3,2,2,2,2,2,25,68521,3,2
1,1,2,NA,1,NA,4,1,NA,NA,NA,NA,NA,2,1,3,2,2,1,2,2,53,60085,5,99
2,3,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,67,54880,5,6
1,3,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,66,68528,3,5
1,6,2,NA,1,NA,4,2,1,2,1,1,2,1,2,3,2,2,2,2,2,25,54911,4,1
1,1,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,55,35601,3,6
1,6,2,NA,2,NA,9,1,NA,NA,NA,NA,NA,2,2,9,NA,NA,NA,NA,NA,99,78560,4,99
1,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,40,35806,8,9
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,35,45227,6,7
2,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,50,17036,8,7
1,1,NA,2,NA,NA,1,1,1,2,2,1,8,1,2,3,NA,NA,NA,NA,NA,52,79072,8,8
1,6,1,NA,2,NA,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,66,29223,8,7
2,2,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,67,70072,3,2
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,8,2,1,1,2,1,2,2,21,85296,5,8
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,39,66049,8,7
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,2,53,94941,8,9
1,1,2,2,2,NA,3,8,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,98,60478,6,98
1,2,2,2,1,NA,3,6,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,38,94598,7,7
1,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,2,20,45157,4,8
2,1,2,NA,1,NA,8,8,2,1,1,2,5,2,2,3,2,2,2,2,2,34,99999,2,2
2,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,21,60305,4,4
1,1,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,48,20653,4,7
1,5,NA,NA,NA,NA,3,1,2,2,1,2,5,1,1,3,NA,NA,NA,NA,NA,52,61071,3,1
1,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,24,15227,5,6
2,4,NA,NA,NA,NA,3,2,2,2,1,2,NA,1,1,3,NA,NA,NA,NA,NA,60,72903,3,2
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,2,2,21,84003,6,8
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,53,97487,3,99
2,5,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,85,82609,2,3
1,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,2,26,59102,6,5
2,3,1,NA,NA,1,3,6,2,1,1,1,2,2,1,3,2,2,2,1,1,31,85041,3,1
2,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,2,26,7306,8,9
1,6,2,NA,NA,2,3,1,2,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,35,99999,3,3
1,2,2,2,1,NA,5,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,54,94577,6,9
1,6,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,26,98105,5,3
2,2,2,2,2,NA,2,6,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,24,95355,4,3
2,6,2,2,NA,1,8,1,NA,NA,NA,NA,NA,8,8,3,1,1,2,2,2,24,93618,4,98
1,6,2,1,1,NA,3,1,1,2,1,2,1,1,1,3,1,1,2,2,2,25,55005,4,8
1,6,2,1,NA,1,3,1,2,2,1,2,3,1,1,3,2,2,2,2,2,38,83338,4,1
1,1,2,2,NA,1,3,3,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,27,95148,6,2
2,3,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,63,80015,8,2
2,6,1,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,49,80401,8,5
2,5,NA,NA,NA,NA,1,1,2,2,8,1,2,2,2,3,NA,NA,NA,NA,NA,82,70454,3,2
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,59,38134,6,8
2,1,NA,2,NA,NA,2,1,2,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,99,93648,3,3
1,6,2,2,2,NA,4,6,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,43,90255,4,5
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,1,2,1,1,2,63,98903,6,7
1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,50,98387,4,6
1,6,1,2,NA,2,3,1,NA,NA,NA,NA,NA,1,8,2,NA,NA,NA,NA,NA,34,7828,4,6
2,1,2,NA,NA,2,2,1,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,54,33172,6,6
2,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,33,30165,4,3
2,1,NA,NA,NA,NA,3,1,2,2,1,1,4,1,1,3,NA,NA,NA,NA,NA,72,46041,3,99
1,2,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,23,13669,3,5
1,1,2,NA,NA,2,8,8,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,50,49434,2,3
1,4,NA,NA,NA,NA,1,1,2,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,56,17240,2,1
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,1,1,2,2,2,61,8820,8,9
2,3,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,66,74134,6,99
1,6,2,1,NA,1,2,1,2,2,1,1,6,1,1,3,1,2,2,2,2,22,5468,6,8
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,64,44410,6,7
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,67,78148,8,7
2,6,2,2,NA,2,8,2,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,48,31419,3,5
2,1,1,1,1,NA,1,3,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,20,75040,4,9
2,1,2,2,1,NA,3,3,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,30,75037,8,99
2,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,46,72019,6,6
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,48,39305,6,9
2,5,NA,NA,NA,NA,3,1,1,1,1,1,9,1,1,3,NA,NA,NA,NA,NA,63,63143,2,2
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,52,37076,6,8
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,46,35633,4,7
1,6,1,1,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,2,41,75252,4,6
1,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,2,28,60637,8,6
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,55,67530,4,98
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,22,75039,3,6
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,71,37205,6,99
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,NA,1,2,2,2,2,24,60140,6,8
2,5,NA,NA,NA,NA,3,1,1,2,2,2,NA,2,1,3,NA,NA,NA,NA,NA,83,17011,4,99
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,34,35959,4,3
2,1,2,2,NA,1,9,9,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,63,44023,3,4
1,2,2,2,NA,1,3,6,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,36,68503,1,2
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,67,31419,5,7
1,1,2,2,2,NA,1,6,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,45,79065,6,6
2,4,1,1,NA,1,3,2,1,2,2,2,3,2,2,3,2,2,2,2,2,34,70802,4,4
1,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,9,9,3,NA,NA,NA,NA,NA,99,99999,8,8
2,6,1,NA,1,NA,3,1,1,2,1,2,1,1,1,3,1,1,2,2,2,24,32820,2,98
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,25,49855,6,3
2,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,33,95838,5,4
2,6,2,2,NA,1,2,6,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,22,90301,5,4
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,67,85616,4,9
1,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,2,2,49,47172,3,5
2,6,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,1,2,2,2,26,8054,5,6
2,1,NA,NA,NA,NA,3,1,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,61,30016,2,1
1,1,2,2,NA,2,1,2,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,47,20136,6,8
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,55,49501,8,6
2,1,2,2,NA,1,1,1,2,1,1,2,1,1,1,3,2,2,1,1,2,53,78644,5,6
1,9,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,43,76248,6,99
2,1,9,2,NA,1,9,9,NA,NA,NA,NA,NA,9,9,3,2,2,2,2,2,44,80027,5,99
2,3,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,31,98003,3,1
2,2,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,48,98065,4,7
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,70,80126,6,99
1,6,2,1,NA,1,3,6,1,2,2,1,4,1,1,3,1,1,2,1,2,23,92701,3,2
2,1,2,2,1,NA,3,4,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,57,38847,6,4
1,6,2,2,1,NA,3,1,2,2,2,1,3,1,2,3,2,2,1,2,2,21,46410,3,3
1,6,2,NA,NA,2,3,2,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,NA,NA,35,37214,8,3
2,1,2,NA,1,NA,3,6,NA,NA,NA,NA,NA,2,8,3,2,2,2,2,2,40,98783,1,2
1,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,20,92027,4,7
1,6,2,2,1,NA,3,2,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,18,76522,3,4
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,47,64011,5,7
2,1,2,2,1,NA,9,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,37,76255,8,7
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,42,98532,6,6
1,1,2,2,2,NA,1,1,8,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,33,20112,3,8
1,1,2,2,2,NA,2,2,1,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,54,32616,7,1
2,1,2,NA,NA,2,8,2,2,2,1,2,1,2,1,3,NA,NA,NA,NA,NA,52,19904,3,3
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,25,12020,3,6
1,1,NA,2,NA,NA,2,2,2,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,41,8618,3,99
2,5,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,80,45385,6,3
1,9,NA,NA,NA,NA,2,1,2,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,80,27932,5,7
2,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,55,49509,4,5
1,6,1,2,NA,1,3,4,1,2,1,1,3,2,2,2,1,1,2,1,2,27,14609,3,2
2,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,64,32091,6,5
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,30,10940,8,6
1,1,2,2,1,NA,3,2,2,1,1,2,1,2,8,3,2,2,1,2,2,30,31028,2,2
1,6,2,NA,2,NA,4,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,78,10074,7,3
2,3,2,1,1,NA,2,4,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,25,48238,4,3
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,72,10583,8,9
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,63,7461,8,99
1,6,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,1,2,2,2,49,48150,4,6
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,50,33157,6,9
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,51,47634,5,6
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,72,35802,6,7
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,70,66208,4,7
1,6,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,44,76180,5,3
1,1,2,NA,NA,1,1,1,1,1,1,2,NA,2,2,3,2,2,2,2,2,59,64779,8,2
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,32,2852,8,8
2,1,2,2,NA,1,1,1,2,1,2,2,3,1,1,3,2,2,2,2,2,75,99999,3,99
2,3,2,1,1,NA,2,9,1,2,2,2,4,2,2,3,2,2,2,2,2,37,21043,6,3
2,1,2,NA,1,NA,3,1,1,1,1,2,NA,1,1,3,2,2,2,2,2,99,73066,1,99
1,3,1,1,1,NA,4,4,1,1,2,2,NA,1,2,3,1,1,1,1,1,64,44120,4,2
2,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,45,43528,3,8
1,9,2,NA,NA,1,4,9,1,2,2,2,NA,8,2,3,2,2,2,2,2,22,19138,3,98
1,3,2,NA,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,63,14580,4,99
2,5,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,60,40210,3,3
1,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,49,40220,4,6
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,1,3,2,1,2,2,2,28,49506,4,3
1,2,2,2,NA,2,3,3,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,64,10457,1,2
2,1,2,2,2,NA,4,1,NA,NA,NA,NA,NA,2,8,3,NA,NA,NA,NA,NA,26,78759,4,3
1,5,NA,2,NA,NA,1,1,2,2,8,2,NA,2,8,1,NA,NA,NA,NA,NA,68,24153,3,3
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,23,33611,3,4
1,6,2,NA,NA,2,2,2,2,2,1,1,1,8,2,3,NA,NA,NA,NA,NA,55,11206,3,2
1,1,2,2,NA,1,1,3,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,2,51,21090,5,7
2,1,2,2,2,NA,2,1,2,1,2,2,6,2,2,3,NA,NA,NA,NA,NA,44,63026,4,5
2,1,2,NA,NA,1,3,8,1,1,1,1,1,2,1,3,2,2,2,1,2,42,99301,1,3
2,1,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,56,46254,8,8
1,6,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,65,43215,6,99
2,6,2,2,NA,1,5,2,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,35,92630,4,4
2,6,2,2,1,NA,2,3,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,23,91762,6,1
1,1,2,2,1,NA,3,4,NA,NA,NA,NA,NA,2,2,3,1,1,2,2,2,40,92176,6,99
2,3,2,2,NA,2,9,9,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,99,99999,8,99
2,2,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,45,95008,8,8
2,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,35,95819,8,6
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,31,28387,3,8
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,61,92109,6,9
1,6,2,2,NA,2,1,1,1,8,2,2,3,1,2,3,NA,NA,NA,NA,NA,25,38401,5,5
1,9,2,2,NA,1,4,9,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,99,99999,99,99
2,1,2,NA,1,NA,4,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,70,82604,5,3
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,44,28226,8,9
2,3,2,NA,NA,1,1,1,1,2,1,2,NA,2,2,3,2,2,2,2,2,65,34203,4,98
2,2,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,1,2,57,47112,6,5
1,6,2,2,1,NA,5,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,28,43235,7,1
2,3,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,66,6089,8,7
1,1,2,2,2,NA,3,6,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,35,85301,4,2
1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,56,86314,3,5
1,6,2,1,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,25,95816,6,3
1,6,2,2,2,NA,3,3,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,19,60431,3,7
2,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,2,25,42328,8,2
1,6,2,1,NA,1,3,1,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,22,68521,4,5
1,6,1,1,1,NA,8,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,26,94132,5,9
1,6,2,2,1,NA,3,1,1,1,2,2,NA,1,1,1,2,2,2,2,2,25,64801,3,98
2,1,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,61,53220,5,98
1,1,1,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,23,78605,3,6
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,40,60642,6,9
1,6,2,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,24,56001,4,3
1,1,2,2,2,NA,1,3,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,56,38016,3,7
2,2,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,59,94028,8,99
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,57,83669,5,6
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,32,93063,6,9
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,1,2,42,79928,6,6
2,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,55,85208,4,7
1,6,2,2,1,NA,3,6,1,2,1,1,4,1,1,3,2,2,2,2,2,20,92703,3,1
1,1,2,2,8,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,68,93612,6,6
2,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,22,84067,3,2
1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,42,92505,4,6
1,1,1,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,61,92612,4,6
1,2,2,2,1,NA,4,1,2,2,2,1,3,1,1,3,1,2,1,2,2,28,94921,6,7
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,20,77075,3,5
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,67,53222,6,7
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,30,95358,4,4
1,1,2,2,1,NA,3,5,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,58,15212,8,9
2,1,2,NA,NA,1,8,6,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,26,93726,2,1
2,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,22,94043,4,4
2,1,1,2,NA,1,4,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,60,91901,8,7
2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,47,80108,6,7
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,55,39565,6,6
2,3,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,1,3,2,1,2,2,2,56,95123,8,7
1,5,NA,NA,NA,NA,2,1,1,2,1,1,2,2,2,3,NA,NA,NA,NA,NA,54,28379,3,1
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,34,45231,6,6
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,59,28092,4,4
1,6,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,2,24,49441,4,1
2,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,52,39948,4,99
2,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,20,23188,3,98
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,38,75253,3,2
1,1,2,2,2,NA,2,6,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,99,53151,6,8
2,3,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,35,27834,4,5
2,1,2,2,NA,2,4,3,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,45,30066,8,6
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,55,22182,6,99
1,1,2,2,1,NA,3,9,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2,50,8046,8,8
2,3,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,67,1757,5,8
1,4,2,2,NA,1,3,2,NA,NA,NA,NA,NA,8,2,3,2,2,2,2,2,28,90745,6,3
1,1,2,2,1,NA,3,9,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,57,63109,8,7
2,2,1,1,NA,1,3,2,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,28,28405,8,6
2,1,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,58,25969,6,8
1,6,2,2,NA,2,4,1,2,1,2,1,5,2,2,3,NA,NA,NA,NA,NA,22,99999,2,2
1,5,NA,NA,NA,NA,2,1,2,2,8,2,NA,2,2,3,NA,NA,NA,NA,NA,84,99999,4,2
1,6,2,2,1,NA,1,1,2,1,1,2,NA,1,1,3,2,2,2,2,2,56,86327,3,2
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,51,83864,8,98
2,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,20,97520,4,7
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,58,80634,3,5
1,1,2,2,NA,8,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,67,97413,6,6
1,6,2,2,NA,1,2,1,1,1,1,2,3,1,1,3,1,2,2,2,2,54,98121,4,8
2,3,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,50,38801,4,8
1,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,24,96021,3,2
2,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,2,3,1,2,1,2,2,44,27871,6,3
1,9,2,2,1,NA,9,1,NA,NA,NA,NA,NA,1,2,3,1,1,2,2,2,98,23822,8,99
1,1,1,NA,NA,1,2,1,1,1,1,2,6,2,2,3,1,2,2,2,2,26,21218,4,1
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,53,7726,6,6
2,2,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,24,53207,6,2
2,5,2,2,1,NA,2,1,2,2,2,1,3,1,1,3,2,2,2,2,2,73,76310,6,2
2,3,2,2,1,NA,1,1,2,2,2,2,3,1,1,3,2,2,1,2,2,64,88210,4,5
2,1,2,NA,1,NA,3,1,1,2,1,1,1,2,2,3,2,2,2,2,2,52,79938,8,1
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,49,30040,6,7
1,5,2,2,NA,2,2,1,2,2,1,2,NA,2,1,3,NA,NA,NA,NA,NA,70,56649,3,3
2,1,2,2,2,NA,2,2,1,1,1,2,NA,1,2,3,NA,NA,NA,NA,NA,37,90016,6,6
