"player_name","player_api_id","overall_rating","gk_attr_total","games_played","leagues_played"
"Leon Cort",34214,70,126,24,1
"Fabio Aurelio",34222,79,156,35,1
"Tomasz Kupisz",34225,70,138,93,1
"Tyrone Mears",34230,74,153,43,2
"Fernando Morientes",34231,82,135,11,2
"Mark Gonzalez",34233,78,143,19,1
"Paulo Jorge",34234,70,102,50,1
"Tom Brighton",34237,59,114,2,1
"Austin McCann",34239,61,75,22,1
"Ki-Hyeon Seol",34248,76,144,2,1
"Richard Brittain",34254,68,44,86,1
"David Raven",34259,66,125,112,1
"Johan Elmander",34261,85,117,98,1
"Jonas Kamper",34262,72,125,10,1
"Miroslav Radovic",34264,77,134,124,1
"Bartosz Slusarski",34266,66,133,93,1
"Pirmin Schwegler",34267,77,139,144,1
"Alain Nef",34268,71,131,167,2
"Giuseppe Rapisarda",34269,56,116,21,1
"Davide Taini",34270,60,299,7,1
"Michael Turner",34275,76,128,156,1
"Juliano Mineiro",34298,69,87,11,1
"Dietmar Hamann",34299,78,115,5,1
"Maxwell",34304,82,153,184,3
"Maicon",34305,86,154,167,2
"Aimo Stefano Diana",34319,79,114,52,2
"Fabio Grosso",34320,80,159,63,2
"Sanharib Bueyueksal",34334,70,134,78,2
"Jozef Piacek",34336,63,51,9,1
"Djiby Fall",34370,75,94,3,2
"Derek Boateng",34381,77,157,72,3
"Roberto Abbondanzieri",34382,84,413,13,1
"Arnold Bruggink",34400,76,119,44,1
"Antonio da Silva",34413,73,138,55,2
"Alain Traore",34417,76,103,76,1
"Sol Campbell",34418,81,120,46,1
"Alexander Madlung",34420,76,139,94,1
"Chris Kirkland",34421,77,391,68,1
"Richie Ryan",34426,64,119,14,1
"Samuel Ricketts",34430,73,142,86,1
"Sylvan Ebanks-Blake",34433,76,112,31,1
"Dean Marney",34437,72,151,61,1
"Grant Murray",34442,70,126,10,1
"Yoann Folly",34443,68,140,18,1
"John Rankin",34447,71,152,245,1
"Emile Heskey",34466,78,129,76,1
"Jason Thomson",34471,62,109,38,1
"Carlos Salcido",34479,81,152,58,2
"Davy Schollen",34480,69,349,11,1
"Franco Costanzo",34485,75,368,64,1
"Aco Stojkov",34487,60,120,23,1
"Henk Timmer",34489,73,360,20,1
"Denny Landzaat",34492,76,146,53,1
"Fabio Cannavaro",34520,91,142,56,2
"Christian Abbiati",34530,85,417,167,1
"Bernardo Corradi",34531,81,131,26,1
"Gianluca Zambrotta",34534,86,159,77,1
"Mark Bresciano",34540,79,154,48,1
"Carlton Cole",34543,78,116,104,1
"Pedro Pele Monteiro",34551,66,123,7,2
"Morgaro Gomis",34563,72,148,124,1
"Herold Goulon",34567,69,58,52,3
"Damien Duff",34574,81,143,139,1
"Asier del Horno",34575,80,153,52,1
"Fabiano",34580,65,53,1,1
"Mate Bilic",34582,76,136,43,1
"Radoslav Kovac",34590,73,135,60,2
"Jermaine Pennant",34601,82,136,69,2
"Ruud van Nistelrooy",34602,87,141,42,2
"Graham Gartland",34622,65,112,24,1
"Nene",34633,77,129,83,2
"Alex Silva",34650,77,122,16,1
"Pablo Aimar",34653,85,158,73,1
"Souleymane Bamba",34654,74,133,76,2
"Chris Smith",34656,63,317,19,1
"Vitor Lima",34662,62,131,22,1
"Roger",34675,74,135,28,1
"Renato Augusto",34681,83,164,84,1
"Michael Lumb",34698,68,146,4,1
"Mike Tullberg",34699,61,100,2,1
"Nicklas Pedersen",34763,71,110,62,2
"Patrick Vieira",34942,85,152,29,2
"Michael Carrick",34944,84,161,194,1
"Rudolf Skacel",34945,73,128,51,1
"Lee Croft",34946,70,114,37,1
"Bennedict McCarthy 27",34947,86,144,27,1
"Daniele Bonera",34952,83,161,104,2
"Mista",34956,81,130,12,1
"Diego Barcelos",34967,74,144,81,1
"Javier Chevanton",34969,82,139,8,2
"Christian Tiffert",34971,76,142,64,1
"Ivan Pejcic",34972,60,115,8,1
"Alvaro Santos",34983,66,63,6,1
"Mario Melchiot",34987,76,135,65,1
"Kevin Conboy",35022,68,136,85,1
"Winston Reid",35110,80,131,110,1
"Simon Kjaer",35112,81,128,197,3
"Oluwafemi Ajilore",35116,73,144,39,1
"Jesper Juelsgaard",35121,68,117,10,1
"Leon Jessen",35125,70,135,36,1
"Andre Dias",35244,81,140,104,1
"Antonio Barragan",35324,76,144,106,1
"Antonio Valencia",35327,84,142,171,1
"Kyle Letheren",35336,63,311,24,1
"Jay Bothroyd",35338,73,139,14,1
"Jason Puncheon",35345,75,145,122,1
"Michael Gardyne",35398,70,40,83,1
"Pierre-Alain Frau",35407,77,131,70,1
"Jerome Leroy",35408,80,146,82,1
"Rafik Saifi",35409,72,73,13,1
"Steve Savidan",35410,80,119,36,1
"Demba Ba",35411,82,136,137,2
"Wilfried Dalmat",35412,74,138,38,1
"Guerkan Sermeter",35417,63,133,34,1
"German Denis",35421,80,143,186,1
"Oscar Cardozo",35425,82,138,117,1
"Christian Kalvenes",35437,70,139,3,1
"Danny Shittu",35438,72,126,9,1
"Derek Asamoah",35439,72,62,1,1
"Bradley Jones",35442,73,364,43,2
"Sebastian Larsson",35443,80,148,191,1
"Mario Licka",35444,71,140,65,2
"Lionel Ainsworth",35451,69,128,58,1
"Ricardo Batista",35453,71,352,28,1
"Leon Best",35454,73,108,25,1
"Willo Flood",35463,72,143,160,1
"Karl Henry",35466,73,157,119,1
"Danny Higginbotham",35467,74,133,62,1
"Emmerson Boyce",35472,74,126,131,1
"Colin McMenamin",35475,61,46,10,1
"David Stockdale",35477,74,375,37,1
"Alex Bruce",35480,68,136,36,1
"Rob Hulse",35481,77,117,1,1
"Sean Murdoch",35492,62,312,9,1
"Wesley Hoolahan",35493,76,149,88,1
"Dorus De Vries",35495,71,360,4,1
"Kelvin Davis",35496,74,366,18,1
"Mounir El Hamdaoui",35497,81,145,76,3
"Jeremy Clement",35499,77,148,215,1
"Brian McLean",35500,66,52,98,1
"Steven Hammell",35502,71,149,231,1
"Rory Loy",35503,61,124,21,1
"Zurab Khizanishvili",35506,78,140,3,1
"Mark Howard",35513,64,320,44,1
"Simon Francis",35515,72,130,38,1
"Glenn Murray",35523,72,117,20,1
"Colin Healy",35524,71,120,17,1
"Graham Barrett",35527,68,129,9,1
"Rory Boulding",35530,62,106,4,1
"Franck Queudrue",35531,76,105,14,2
"Fabrice Muamba",35532,78,155,118,1
"Richard Offiong",35539,66,115,25,1
"Julio Arca",35544,75,151,14,1
"Ian Evatt",35554,74,123,36,1
"Jay Tabb",35556,71,150,12,1
"Jose Saez",35559,67,139,68,1
"Guillaume Rippert",35560,63,74,9,1
"Hernan Crespo",35561,88,106,34,1
"Andy Dowie",35574,61,39,30,1
"Mauricio Pinilla",35575,78,140,96,1
"John Baird",35576,62,43,31,1
"Quinton Fortune",35580,78,139,5,1
"Paul McGowan",35587,70,119,198,1
"Per Mertesacker",35606,87,133,238,2
"Frank Fahrenhorst",35607,77,113,19,1
"Afonso Alves 24",35608,84,130,24,1
"Franco Miranda 22",35612,65,148,22,1
"Emanuele Belardi",35626,71,356,7,1
"Luke Wilkshire",35628,79,144,16,1
"Amdy Faye",35636,77,144,18,1
"Djimi Traore",35637,72,121,40,1
"Pedro Munitis",35638,82,154,109,1
"Simone Barone",35641,82,121,24,1
"Marco Marchionni",35643,80,159,115,1
"Antonio Mirante",35644,79,386,244,1
"Merouane Zemmama",35666,72,141,18,1
"Roland Linz",35679,75,135,14,2
"Gabri",35680,74,120,32,2
"Gheorghe Ogararu",35682,69,145,27,1
"Uwe Huenemeier",35708,73,111,33,1
"Jose Holebas",35712,77,105,34,2
"Kenneth Perez",35718,77,142,39,1
"Zlatan Ibrahimovic",35724,90,156,235,3
"Steven MacLean",35725,71,119,112,1
"Gary Warren",35751,68,60,124,1
"Martin Stocklasa",35768,64,121,28,1
"Gary Fraser",35787,62,50,38,1
"Dominik Schmidt",35818,67,125,7,1
"Daniel Brueckner",35828,69,128,23,1
"Albert Bunjaku",35831,74,117,74,2
"Fin Bartels",35852,75,132,72,1
"Benedikt Pliquett",35875,65,322,5,1
"Carsten Rothenbach",35881,69,140,13,1
"Charles Takyi",35882,71,150,19,1
"Florian Bruns",35883,70,139,11,1
"Rene Mihelic",35891,69,144,19,1
"Ken Kallaste",35901,60,47,6,1
"Gary Hooper",35905,76,116,112,2
"Tomasz Kuszczak",35906,76,380,16,1
"Jonathan Tuffey",35954,63,314,8,1
"Scott Boyd",35955,65,60,104,1
"Steven Anderson",35968,70,111,181,1
"Scott Robertson",35972,70,139,122,1
"David Carney",35983,68,121,7,2
"Christian Lell",35988,74,139,72,2
"Clemens Fritz",35989,79,141,204,1
"Mohamed Zidan",35990,80,154,47,1
"Christian Vander",35991,67,331,6,1
"Boubacar Sanogo",35996,78,136,28,2
"Halil Altintop",35997,81,119,145,1
"Matthias Abel",35998,72,122,39,1
"Niko Bungert",36000,77,137,130,1
"Karim Haggui",36005,76,129,109,1
"Thorben Marx",36007,74,158,104,1
"Oliver Schroeder",36008,71,137,11,1
"Vaclav Sverkos",36009,77,126,37,1
"Pascal Bieler",36010,68,128,6,1
"Sejad Salihovic",36011,78,143,142,1
"Steven Pienaar",36012,80,141,151,1
"Dennis Gentenaar",36013,73,356,56,1
"Cedric van der Gun",36016,71,123,46,1
"Gerald Sibon",36018,71,122,27,1
"Marco Streller",36025,76,115,168,1
"Christopher Heimeroth",36029,72,353,27,1
"Thomas Broich",36031,76,146,6,1
"Du-Ri Cha",36034,72,138,45,2
"Markus Feulner",36035,76,142,94,1
"Ralph Gunesch",36039,68,133,20,1
"Chadli Amri",36040,70,132,7,1
"Erik Jendrisek",36050,73,100,47,2
"Christoph Dabrowski",36051,74,150,56,1
"Marc Ziegler",36054,73,364,6,1
"Markus Bollmann",36056,70,131,20,1
"Marcel Ndjeng",36057,71,145,44,1
"Dennis Eilhoff",36058,79,383,34,1
"Massimiliano Porcello",36059,73,155,9,1
"Michael Fink",36060,74,150,34,1
"Albert Streit",36066,81,132,4,1
"Isaac Boakye",36071,75,107,4,1
"Jacek Krzynowek",36072,76,146,15,1
"Uwe Moehrle",36073,74,130,7,1
"Maik Franz",36076,76,138,68,1
"Vedad Ibisevic",36084,80,126,180,1
"Jeffrey Leiwakabessy",36085,68,43,53,1
"Matthias Lehmann",36086,75,145,96,1
"Mariusz Kukielka 24",36090,71,146,24,1
"Vlad Munteanu",36091,77,157,9,1
"Stiven Rivic",36092,71,140,14,1
"Jiayi Shao",36093,70,140,3,1
"Valter Birsa",36121,76,142,146,2
"Jeremie Brechet",36123,75,138,114,2
"Patrick Ebert",36130,79,137,94,2
"Tamas Hajnal",36132,79,164,88,1
"Chinedu Ede",36133,69,109,26,2
"Serdar Tasci",36146,79,133,137,1
"Benedikt Fernandez",36147,67,326,3,1
"Fernando Belluschi",36154,79,157,63,2
"Assani Lukimya-Mulongoti",36180,74,61,63,1
"Sascha Burchert",36181,66,328,3,1
"Jerome Boateng",36183,87,144,172,2
"Manuel Schmiedebach",36186,76,123,151,1
"Olcay Sahan",36253,79,125,23,1
"Konstantinos Mitroglou",36257,79,140,27,2
"Wayne Hennessey",36283,77,392,103,1
"David James",36286,83,413,61,1
"David Proctor",36287,62,106,41,1
"Shelton Martis",36289,65,124,6,1
"Kevin Kratz",36293,70,138,12,1
"Jens Langeneke",36322,71,123,16,1
"Norman Theuerkauf",36326,70,50,26,1
"Manuel Salz",36343,64,319,3,1
"Scott Carson",36373,77,389,67,1
"Robert Green",36374,81,406,163,1
"Mesut Oezil",36378,88,144,215,3
"Mario Vrancic",36379,71,89,35,1
"Tobias Levels",36380,73,123,102,1
"Jahmir Hyka",36382,70,86,82,2
"Mats Hummels",36388,86,137,206,1
"Srdjan Lakic",36389,76,116,59,1
"Patrick Paauwe",36390,74,150,71,2
"Diego Biseswar",36391,73,134,46,1
"Kristof Imschoot",36393,63,139,6,1
"Julien Faubert",36394,80,132,94,3
"Miso Brecko",36395,71,127,134,1
"Stephane Dalmat",36396,78,151,86,1
"Patrick Mtiliga",36400,70,145,48,2
"Nicklas Bendtner",36410,79,127,70,3
"Peter Loevenkrands",36412,77,144,28,1
"Thorsten Kirschbaum",36479,68,347,21,2
"Zsolt Low",36491,68,128,15,1
"Benjamin Kessel",36518,70,62,19,1
"Sascha Kotysch",36522,65,62,41,1
"Zdenek Kroca",36547,61,87,13,1
"Gaetan Krebs",36552,67,134,5,1
"Marcel Heller",36554,74,107,38,1
"Steffen Wohlfarth",36607,62,40,6,1
"Paul Paton",36610,64,59,71,1
"Ryan Stevenson",36611,67,141,129,1
"Yaya Toure",36615,86,148,229,2
"Andreas Isaksson",36617,83,413,101,1
"Jerzy Dudek",36622,81,380,1,1
"Marek Saganowski",36640,72,96,67,1
"Pawel Golanski",36641,70,61,118,1
"Julian Schuster",36771,75,132,134,1
"Adam Szalai",36774,77,117,94,1
"Tobias Weis",36775,75,142,79,1
"Kyle Lafferty",36783,72,107,81,2
"Klaas Jan Huntelaar",36784,85,139,178,4
"Alain Rochat",36785,72,127,104,1
"Phil Bardsley",36786,75,136,176,1
"Marko Pantelic",36788,82,132,43,2
"Danko Lazovic",36789,80,140,24,1
"Gary McSheffrey",36802,77,139,1,1
"Nikolce Noveski",36806,77,135,160,1
"Carl Hoefkens",36832,73,131,116,2
"Bram Verbist",36835,67,336,95,1
"Cephas Chimedza",36836,67,107,21,1
"Igor Lolo",36840,71,111,27,1
"Jonas De Roeck",36841,69,143,23,2
"Jurgen Cavens",36843,67,53,18,1
"Kris De Wree",36844,65,125,29,2
"Kurt van Dooren",36845,66,135,31,1
"Luciano",36846,75,371,98,1
"Pieterjan Monteyne",36849,66,135,170,1
"Daniel Cruz",36852,72,143,37,1
"Hernan Losada",36863,72,162,120,2
"Justice Wamfor",36868,65,128,43,1
"Kenny Steppe",36872,69,341,23,2
"Kristof Maes",36873,58,290,1,1
"Thomas Kraft",36878,76,377,116,1
"Sandro Wagner",36889,74,103,53,1
"Dominic Maroh",36934,75,122,98,1
"Anthony Portier",37021,65,136,48,1
"Dieter Dekelver",37025,65,128,45,1
"Igor Gjuzelov",37038,65,123,9,1
"Mike Frantz",37042,72,127,94,1
"Christophe Grondin",37044,69,135,28,1
"Denis Viane",37047,64,125,53,1
"Mahir Saglik",37048,71,110,4,1
"Frederik Boi",37051,66,158,77,1
"Stijn De Smet",37065,69,138,78,1
"Tom De Sutter",37069,75,137,69,1
"Alan Haydock",37085,64,149,11,1
"Johannes Flum",37087,75,139,93,1
"Steve Colpaert",37100,70,129,111,1
"Arnaud Sutchuin Djoum",37104,66,123,94,3
"Julien Gorius",37112,72,132,151,1
"Michael Cordier",37117,65,326,1,1
"Zola Matumona",37128,68,95,43,1
"Dirk Kuyt",37139,84,139,156,2
"Nwankwo Kanu",37140,81,139,9,1
"Henrique Hilario",37149,74,358,5,1
"Lee Martin",37150,70,127,1,1
"Sascha Dum",37151,69,143,2,1
"Nando Rafael",37154,71,129,9,1
"Collin Benjamin",37156,74,143,16,1
"Lee Johnson",37163,68,147,14,1
"Steve Morison",37166,75,102,26,1
"Mark Noble",37169,77,166,205,1
"Sigourney Bandjar",37171,64,50,32,1
"Luigi Bruins",37173,70,150,85,2
"Ronald Graafland",37177,62,313,1,1
"Dustley Mulder",37180,65,128,32,1
"Andwele Slory",37185,70,56,15,1
"Jorg van Nieuwenhuijzen",37187,61,305,1,1
"Ard van Peppen",37188,67,38,122,1
"Michel Vorm",37193,81,401,163,2
"Erik Pieters",37194,75,133,172,2
"Ramon Leeuwin",37195,73,40,113,1
"Gregoor van Dijk",37196,72,147,25,1
"Michael Lamey",37201,74,142,55,3
"Tom de Mul",37202,72,140,9,2
"Gino Coutinho",37206,71,353,155,1
"Rihairo Meulens",37208,63,116,8,1
"Civard Sprockel",37211,68,136,49,1
"Bram van Polen",37215,71,57,118,1
"Piet Velthuizen",37216,77,384,156,2
"Vito Mannone",37233,74,369,72,1
"Adam Lallana",37234,80,131,109,1
"Scott Arfield",37240,71,134,106,2
"Geoffrey Dernis",37241,76,150,63,1
"Ilan",37242,79,111,79,2
"Derek Lyle",37243,61,142,13,1
"Adil Chihi",37249,73,124,31,1
"Mahamadou Samassa",37254,72,356,34,2
"Franz Burgmeier",37257,65,112,28,1
"Virgile Reset",37258,66,132,7,1
"Mahamadou Diarra",37259,87,152,39,3
"Milan Jovanovic",37262,80,137,85,2
"John Pantsil",37266,77,154,74,1
"Gonzalo Bergessio",37273,77,134,138,2
"Calum Davenport",37277,76,128,14,1
"Abdoulaye Meite",37280,79,135,53,2
"David Fernandez",37290,68,130,37,1
"Haavard Nordtveit",37292,78,135,138,1
"Keith Lasley",37294,70,157,233,1
"Marius Zaliukas",37307,73,113,137,1
"Mohamadou Idrissou",37313,76,133,56,1
"Marcel Schaefer",37317,77,144,182,1
"Daniel Baier",37319,79,141,162,1
"Nemanja Vucicevic",37321,70,136,22,1
"Mathias Schober",37322,77,368,4,1
"Tim Sebastian",37326,70,106,18,1
"Marc Stein",37332,69,133,41,1
"Lukas Kruse",37335,72,350,34,1
"Garry de Graef",37337,65,82,11,1
"Daniel Brinkmann",37342,67,126,8,1
"Pablo Caceres",37350,72,57,30,2
"Christian Weber",37354,70,132,1,1
"Fabian Johnson",37357,78,129,126,1
"Markus Thorandt",37359,69,128,29,1
"Lionel Djebi-Zadi",37366,64,129,15,1
"Jerome Colinet",37367,61,55,2,1
"Andrew Sinkala",37369,66,136,5,1
"Lars Bender",37373,82,127,140,1
"Sven Bender",37374,82,136,128,1
"Jean-Francois Kornetzky",37376,64,316,1,1
"Markus Miller",37377,80,396,33,1
"Florian Dick",37379,69,134,59,1
"Mario Eggimann",37380,78,123,71,1
"Christian Eichner",37381,75,145,96,1
"Martin Stoll",37383,71,98,39,2
"Godfried Aduobe",37384,71,139,17,1
"Giovanni Federico",37385,75,135,13,1
"Michael Mutzel",37387,73,155,23,1
"Timo Staffeldt",37388,66,131,5,1
"Sebastian Freis",37389,72,123,95,1
"Edmond Kapllani",37390,71,123,6,1
"Khalid Boulahrouz",37401,83,139,74,3
"Igor Gabilondo",37408,76,152,45,1
"Javier Martinez",37410,85,141,174,2
"Jose Manuel Jurado",37411,80,156,119,3
"Sergio Aguero",37412,88,158,221,2
"Giourkas Seitaridis",37413,77,150,10,1
"Diego Rivas",37416,74,157,31,1
"Fabio Felicio",37417,70,142,4,1
"Juanito",37419,73,150,62,1
"Claudio Bravo",37421,83,416,212,1
"Abella Perez Damia",37422,74,141,127,1
"Hipolito Poli",37423,71,155,16,1
"Francisco Maldonado",37425,70,137,15,1
"Fernando Vega",37426,69,141,31,1
"Mario Alvarez",37427,76,138,74,1
"Gabriel Tamas",37428,75,135,36,1
"Nene",37429,83,156,144,2
"Antonio Guayre",37433,78,136,2,1
"Iago Bouzon",37434,79,101,31,1
"Diego Rodolfo Placente",37435,73,133,9,1
"Santi Cazorla",37436,85,154,229,2
"Dudu Aouate",37439,78,389,159,1
"Cesar Arzo",37440,76,155,95,2
"Joan Verdu",37441,80,161,194,2
"Alvaro Arbeloa",37442,82,148,158,2
"Sergio Rodri",37443,72,141,14,1
"Cristian Hidalgo",37445,72,147,5,1
"Ivan Sanchez Riki",37446,78,136,79,1
"Pablo Alvarez",37447,73,149,34,1
"Jesus Vazquez",37448,76,144,30,1
"Juan Rodriguez",37449,77,148,186,1
"Duda",37450,79,154,142,1
"Alberto Lopo",37451,80,139,169,1
"Rodolfo Bodipo Diaz",37452,77,133,20,1
"Francisco Rufete",37455,77,155,11,1
"David Cobeno",37456,75,378,28,1
"Francesco Tavano",37457,79,138,33,1
"David Silva",37459,88,158,217,2
"Jaime Gavilan",37461,82,150,87,1
"Anthony Le Tallec",37466,75,130,101,1
"Lucas Matias Licht",37468,76,117,28,1
"Juan Albin",37469,78,145,44,1
"David Cortes",37470,75,141,92,1
"Francisco Javier Casquero",37471,77,162,90,1
"Cosmin Contra",37473,76,139,13,1
"Manu del Moral",37474,78,134,143,1
"Jose Enrique",37475,80,151,126,1
"Nihat Kahveci",37477,82,141,8,1
"Robert Pires",37478,84,47,39,2
"Alexis",37479,80,138,173,1
"Cani",37480,79,139,136,1
"Gerard Pique",37482,88,162,209,1
"Albert Meyong Ze",37483,79,135,57,1
"Juanfran Garcia",37484,74,149,149,1
"Manolo Gaspar 28",37488,71,142,28,1
"Nino",37489,77,132,86,1
"Fernando Varela",37491,76,148,42,1
"Jordi Lopez Felpeto",37492,73,158,15,1
"Ariza Makukula",37496,75,115,6,2
"Javier Portillo",37497,80,132,17,1
"David Generelo",37498,73,141,1,1
"Antonio Filippini",37499,73,114,31,1
"Albano Benjamin Bizzarri",37503,80,402,108,1
"Roberto Soldado",37506,84,129,193,2
"Hector Font",37507,78,152,8,1
"Massimo Paci",37508,72,111,82,1
"Momo",37510,75,139,37,1
"Juan Jesus Calatayud",37511,76,377,38,1
"Gonzalo Colsa",37512,79,152,98,1
"Aleksandar Lukovic",37515,78,151,53,1
"Michele Paolucci",37520,74,99,23,1
"Stefano Guberti",37521,77,137,45,1
"Simone Pesce",37522,70,142,20,1
"Viktor Boudianski",37523,73,156,1,1
"Paolo Zanetti",37525,77,150,18,1
"Salvatore Bocchetti",37526,79,147,58,1
"Marcus Andreasson",37529,63,117,2,1
"Henning Hauger",37532,75,155,1,1
"Luigi Giorgi",37537,72,105,54,1
"Daniele Galloppa",37541,77,155,115,1
"David Pizarro",37545,82,151,149,2
"Carlos Martins",37548,79,151,96,2
"Joao Moutinho",37549,84,150,210,2
"Hugo Almeida",37550,79,127,52,2
"Kevin Phillips",37552,81,129,7,1
"Jean-Alain Boumsong",37553,77,152,47,1
"Guillaume Hoarau",37554,79,120,139,2
"Dimitar Rangelov",37558,74,127,72,2
"Benoit Lesoimier",37560,72,147,77,1
"Johan Cavalli",37567,71,141,75,1
"Mohamed Chakouri",37571,61,126,26,1
"Javier Saviola",37576,81,140,84,3
"Walid Regragui",37577,67,144,15,1
"Tono",37579,79,387,175,1
"Javier Balboa",37580,74,150,53,1
"Ezequiel Garay",37581,83,132,125,2
"Pedro Lopez",37597,75,145,147,1
"Fernando Amorebieta",37604,81,143,135,2
"Joseba Garmendia",37605,69,136,5,1
"Mane",37622,76,141,140,1
"Roberto",37623,80,401,113,2
"Mario Suarez",37631,80,157,150,3
"Oleguer",37643,83,141,18,1
"Andrea Orlandi",37645,71,131,2,1
"Ludovic Sylvestre",37651,70,145,6,1
"Oriol Riera",37653,73,110,60,1
"Paco Montanes",37654,75,62,51,1
"Ruben",37656,75,379,110,1
"Izidoro Gomez",37657,68,66,11,2
"Juande",37666,69,148,15,2
"Melli",37667,74,143,64,2
"Victoriano Rivas Nano",37672,74,140,52,1
"Tobias Sippel",37678,74,368,38,1
"Josh Simpson",37681,74,147,7,1
"Daniel de Ridder",37684,73,139,55,3
"Sergio Fernandez",37718,75,129,81,1
"Roberto Sousa",37721,71,144,84,1
"Florian Heller",37731,69,132,33,1
"Marco Kurth",37733,64,126,8,1
"Francis Dickoh",37753,69,128,50,3
"Carlos Diogo",37754,76,137,46,1
"Stephen Dobbie",37755,71,120,3,1
"Johan Audel",37756,78,123,73,1
"Nikos Liberopoulos",37760,76,147,37,1
"Jan Vertonghen",37762,82,159,216,2
"Andre Ooijer",37764,80,126,62,2
"Giuseppe Sculli",37767,78,142,106,1
"Ciro Capuano",37768,73,156,89,1
"Kasper Schmeichel",37770,78,399,62,1
"Gary Harkins",37774,69,78,107,1
"Lewis Grabban",37779,69,115,7,1
"Darren Randolph",37780,73,369,117,2
"Edu",37783,74,134,29,1
"Joris Mathijsen",37787,80,142,169,3
"Robbert Schilder",37789,73,139,186,1
"Mathieu Berson",37791,72,146,22,1
"Antonio Tomas",37793,74,141,61,1
"Jan Vennegoor of Hesselink",37798,85,136,32,2
"Obafemi Martins",37799,83,128,49,3
"Nicolas Anelka",37804,85,118,105,1
"Gil Vermouth",37806,70,40,15,1
"Marco Ritzberger",37811,53,116,13,1
"Enar Jaeaeger",37823,66,137,2,1
"Joaquin",37824,88,166,167,2
"Bart Deelkens",37839,64,319,22,1
"Marc Hendrikx",37841,61,51,13,1
"Vilmos Vanczak",37844,68,131,199,1
"Xisco",37845,75,121,16,2
"Asanda Sishuba",37846,64,126,6,1
"Frank Boeckx",37854,68,347,24,1
"Henri Munyaneza",37856,63,117,2,1
"Jeroen Simaeys",37858,72,134,70,1
"Landry Mulemo",37861,67,133,63,1
"Nicky Hayen",37865,63,58,8,1
"Peter Delorge",37866,65,130,67,1
"Simon Mignolet",37868,82,399,223,2
"Jonathan Soriano",37871,78,131,1,1
"Marc Torrejon Moya",37879,76,146,111,2
"Karel D'Haene",37886,69,145,128,1
"Loris Reina",37887,65,127,15,1
"Bart Buysse",37889,68,145,87,2
"Ludwig van Nieuwenhuyze",37893,66,144,46,1
"Sammy Bossuyt",37900,72,352,179,1
"Stijn Meert",37902,66,149,13,1
"Stijn Minne",37903,65,138,45,1
"Tony Sergeant",37909,68,148,23,1
"Miguel Robuste",37916,70,139,4,1
"Albert Riera",37920,82,147,33,1
"Davino Verhulst",37937,70,354,100,2
"Kristof Lardenoit",37943,63,57,17,1
"Laurent Macquet",37944,68,145,6,1
"Mahamadou Dissa",37945,63,115,30,1
"Sekou Ouattara",37947,55,118,1,1
"Gervinho",37950,84,128,183,3
"Dieter van Tornhout",37952,64,49,7,2
"Gunther Vanaudenaerde",37953,65,127,78,1
"Sergiy Serebrennikov",37957,69,145,32,1
"Jorn Vermeulen",37963,64,140,36,1
"Birger Maertens",37965,71,142,98,2
"Daniel Chavez",37967,67,122,13,1
"Elrio van Heerden",37968,70,132,12,1
"Manuel Lara Martinez 26",37970,71,152,26,1
"Glenn Verbauwhede",37971,68,348,63,1
"Gregory Dufer",37972,68,152,39,1
"Jason Vandelannoite",37976,66,127,9,1
"Jeanvion Yulu-Matondo",37978,71,122,17,2
"Jonathan Blondel",37979,73,138,60,1
"Kevin Roelandts",37981,69,143,43,1
"Koen Daerden",37983,74,152,39,1
"Mannaseh Ishiaku",37984,73,119,14,2
"Mustapha Diallo",37986,71,56,55,1
"Philippe Clement",37988,76,141,55,1
"Stijn Stijnen",37990,73,361,81,1
"Timothy Dreesen",37992,69,106,3,1
"Yves Lenaerts",37993,65,324,10,1
"Mustapha Riga",37996,75,151,2,1
"Carmelo Gonzalez",38004,74,142,51,1
"Txomin Nagore",38008,72,150,33,1
"Nacho Perez",38025,75,150,94,1
"Fernandez Aitor Tornavaca 29",38035,77,147,29,1
"Rafael Barber",38036,71,141,20,1
"Ikechukwu Uche",38044,81,119,98,1
"Edgar Alvarez",38060,77,165,59,1
"Francisco Molinero",38064,73,98,15,1
"Jose Antonio Garcia Calvo",38065,76,141,19,1
"Jeff Strasser",38066,73,129,3,1
"Chris Gunter",38067,73,138,22,1
"Kevin Kyle",38071,72,122,56,1
"Dermot McCaffrey",38075,63,38,1,1
"Hamed Namouchi",38076,63,121,4,2
