"player_name","player_api_id","overall_rating","gk_attr_total","games_played","leagues_played"
"Alex Perez",213493,63,59,1,1
"Julian Luque",213498,66,53,9,1
"Nacho Fernandez",213499,77,51,33,1
"Alex Fernandez",213500,74,64,5,1
"Alvaro Morata",213501,81,48,35,2
"Jose Campana",213502,72,42,17,4
"Diego Marino",213504,73,365,83,1
"Harry Forrester",213627,66,54,3,1
"Alfredo Ortuno",213649,66,111,2,1
"Charles",213653,76,53,74,1
"Iiass Bel Hassani",213682,72,53,68,1
"Jordi Masip",213684,71,351,1,1
"Martin Montoya",213688,79,119,49,2
"Carles Planas",213694,71,67,28,1
"Abraham Minero",213695,73,51,66,1
"Marti Riverola",213699,67,38,16,2
"Isaac Cuenca",213702,75,59,35,2
"Cristian Tello Herrera",213704,79,56,50,3
"Edu Oriol",213707,70,129,18,1
"Ruben Rochina",213711,73,137,71,2
"Saul Berjon",213712,76,126,46,1
"Luso",213714,71,61,16,1
"Rangelo Janga",213722,64,54,22,1
"Jonathan Viera",213729,77,118,64,2
"Airam Cabrera",213737,65,118,20,1
"Nwankwo Obiorah",213743,70,64,36,2
"Felice Natalino",213744,67,59,1,1
"Thibault Moulin",213799,69,55,31,2
"Youri Loen",213801,62,46,3,1
"Vitolo",213805,81,65,73,1
"Allan Nyom",213809,77,52,163,2
"Inigo Lopez",213812,73,54,75,1
"Anaitz Arbilla",213814,73,59,66,1
"Jose Angel",213816,68,48,8,1
"Nagore",213820,70,54,1,1
"Borja Gomez",213823,72,61,31,1
"Borja Perez",213831,64,54,19,1
"Leon De Kogel",213845,65,42,11,1
"Sverrir Ingi Ingason",213873,70,50,32,1
"Ramiro Funes Mori",213878,75,48,24,1
"Ezequiel Calvente",213885,69,57,3,1
"Manuel Lucena",213912,67,53,4,1
"Vicente Gomez",213916,69,59,16,1
"Gonzalo Castellani",213922,71,57,1,1
"Mats Moeller Daehli",214123,71,44,7,2
"Parfait Mandanda",214340,69,342,35,1
"Nicolas Hasler",214344,57,58,29,1
"Pele van Anholt",214397,71,51,112,1
"Danny Ings",214426,76,96,38,1
"Salvador Agra",214449,75,47,78,3
"Rafael Lopes",214450,68,57,57,1
"Pablo",214452,69,60,16,1
"Jeffrey Schlupp",214570,69,43,44,1
"Michael Hector",214617,70,61,18,1
"Carl Jenkinson",214685,74,65,68,1
"Jake Kean",214748,66,327,1,1
"Mahamadou N'Diaye",214899,72,35,39,1
"Stuart Bannigan",214953,65,61,93,1
"Geoffrey Kondogbia",214972,78,53,85,3
"Kamil Drygas",214977,66,35,51,1
"Esteban Alvarado",214984,76,379,134,1
"Jarchinio Antonia",215005,70,51,62,1
"Mohammed Abu",215079,74,53,7,2
"Kyrylo Petrov",215085,59,58,16,1
"Daniel Boateng",215166,59,39,1,1
"Bernd Leno",215168,84,417,166,1
"Raphael Holzhauser",215170,69,56,21,1
"Joshua McEachran",215226,72,57,9,2
"Florin Gardos",215245,74,61,5,1
"Lucas Moura",215299,83,54,75,1
"Jonathan Ligali",215307,73,365,13,1
"Luca Veronese",215311,64,323,5,1
"Lucas Bijker",215369,69,42,78,1
"Ross Barkley",215384,80,51,87,1
"Kevin Garcia",215405,69,128,26,1
"Marco Da Silva",215411,56,33,15,1
"Fouad Rachid",215412,62,55,2,1
"Rob Schoofs",215415,69,49,24,1
"Leroy Labylle",215418,63,69,1,1
"Anthony Limbombe",215419,70,52,40,2
"Scott Allan",215551,66,53,6,1
"David Lopez",215584,77,54,68,2
"Dionisio Villalba",215711,62,59,1,1
"Marco Capuano",215723,72,50,35,1
"Alessandro Longhi",215725,69,48,48,1
"Jeff Louis",215766,71,44,24,2
"Ezequiel Rescaldani",215768,70,65,1,1
"Stewart Carswell",215780,57,51,52,1
"Lavyin Kurzawa",215798,80,55,75,1
"Elias Kachunga",215804,70,47,27,1
"Pierre Sagna",215823,68,38,23,1
"Juan Carlos",215927,74,44,76,1
"Jordan Slew",215930,63,64,17,1
"Mathias Pogba",215931,62,55,13,1
"Bruno Uvini",228982,71,71,32,1
"Mathieu Debisschop",229610,63,43,15,1
"Ondrej Petrak",229723,69,56,8,1
"Lukasz Sierpina",229737,65,50,34,1
"Marvin Plattenhardt",229759,76,65,97,1
"Lewis Horner",229778,58,41,12,1
"Rodrigo Andres Battaglia",229803,74,39,31,1
"Ola John",229844,77,67,63,3
"Mathieu Deplagne",229855,71,51,67,1
"Navarone Foor",230133,69,55,88,1
"Felipe Anderson",230190,79,43,50,1
"Gino Peruzzi",230476,75,45,20,1
"Kevin Holt",230819,56,56,34,1
"Lorenzo Lollo",230825,71,39,25,1
"Nicolas Benezet",230900,74,58,44,1
"Markus Mendler",230910,69,47,7,1
"Raphael Varane",230982,83,50,97,2
"Raul Rodriguez",230993,73,48,65,1
"Junior Kabananga",231006,67,63,26,1
"Karim Laribi",231093,69,57,10,1
"Mirko Bigazzi",231133,64,54,5,1
"Leonardo Pavoletti",231176,75,56,26,1
"Paul-Georges Ntep",231199,79,47,47,1
"Aaron Mooy",231592,75,54,10,1
"Leandro Di Gregorio",231614,58,52,1,1
"Dzikamai Andre Gwaze",231638,61,55,5,1
"Thilo Leugers",231652,64,59,13,1
"Erik Cummins",231674,64,323,14,1
"Frederik Soerensen",231753,74,56,71,2
"Robert Brady",231801,75,47,62,1
"Ravel Morrison",231804,76,62,12,1
"Raoul Loe",231811,71,49,37,1
"Alberto Perea",231977,69,37,6,1
"Declan Gallagher",232094,58,48,24,1
"Tobias Haitz",232096,61,49,9,1
"Ahmed Musa",232103,76,61,34,1
"Simone Rapp",232110,61,52,21,1
"Martin Polacek",232143,59,301,15,1
"Gianluca Hossmann",232152,60,67,3,1
"Edivandio",232164,61,59,1,1
"Benik Afobe",232253,73,39,12,1
"Hannes van der Bruggen",232299,70,65,45,1
"Henk Dijkhuizen",237534,66,55,45,1
"Felix Klaus",237541,72,40,69,1
"Johannes Geis",237542,79,68,98,1
"Connor Ripley",237562,62,320,36,1
"Stuart Armstrong",237563,72,59,123,1
"Luka Krajnc",237602,69,53,21,1
"Leandro Daniel Paredes",237606,74,48,33,1
"Miroslav Covilo",237610,67,49,40,1
"Rafal Janicki",237620,66,61,128,1
"Valentin Eysseric",237631,74,51,87,1
"Andreas Hirzel",237645,58,285,1,1
"Jimmy De Jonghe",237646,63,40,18,1
"Simon Zoller",238438,73,58,19,1
"Wojciech Golla",238529,68,58,96,2
"David Hopkirk",238766,49,47,2,1
"Zakarya Bergdich",238786,69,53,30,3
"Jacopo Sala",238838,72,131,55,2
"Jose Recio",238841,76,52,111,1
"Bruno Turco",238851,64,53,3,1
"Kaye Coppoolse",238879,60,52,1,1
"Salih Ucan",239061,73,48,2,1
"Michele Camporese",239213,73,47,14,1
"Mateo Kovacic",239219,78,34,59,2
"Adrian Rakowski",239253,63,41,36,1
"Francesco Grandolfo",239256,61,49,1,1
"Valere Germain",239259,78,55,59,1
"Josef Martinez",239287,74,60,66,2
"Cristiano Biraghi",239350,73,49,62,2
"Arnaud De Greef",239351,63,42,21,1
"Massimo Bruno",239352,74,60,21,1
"Grilo",239527,64,62,4,1
"Zakaria M'Sila",239528,61,62,4,1
"Kevin Kraus",239559,69,49,1,1
"Francois D'Onofrio",239594,62,43,3,1
"Houdret",239599,62,57,14,1
"Joshua Brillante",239774,65,52,1,1
"Saido Berahino",239807,76,57,60,1
"Jon Flanagan",239856,72,63,40,1
"Sam Winnall",239919,67,52,1,1
"Matt Doherty",239920,68,55,11,1
"Alfredo Morales",239946,71,63,20,1
"Maurice Brunner",239958,58,42,6,1
"Kevin Bigler",239959,57,62,36,1
"Cristiano Piccini",239964,73,40,23,2
"Isma Lopez",239965,73,126,34,1
"Juan Sanchez Mino",239981,75,59,4,1
"Jens Naessens",240044,71,56,48,1
"Pablo Sarabia",240054,77,58,95,1
"Jetro Willems",240205,78,56,112,1
"Danilo Pereira",240235,80,58,111,2
"Massadio Haidara",240236,72,61,66,2
"Lorenzo Ebicilio",240337,70,72,22,1
"Richard Strebinger",240338,64,317,1,1
"Elvis Manu",240346,73,48,30,1
"Matthias Ostrzolek",240348,73,57,121,1
"Salif Sane",240367,77,60,129,2
"Loiik Landre",240477,70,62,26,1
"Neeskens Kebano",240478,75,73,47,2
"Danny da Costa",240537,70,54,22,1
"Ben Mee",240538,73,120,32,1
"Omar Elabdellaoui",240539,73,43,28,2
"Chris Chantler",240540,59,45,26,1
"Abel Tamata",240556,69,40,47,1
"Gerrit Pressel",240561,55,54,4,1
"Ted van de Pavert",240788,68,55,52,1
"Gregor Breinburg",240790,66,46,49,1
"Jonathan Schmid",240837,75,47,131,1
"Miguel Lourenco",240935,66,57,33,1
"Michael Devlin",241424,59,58,42,1
"Matthew Kennedy",241498,63,65,5,1
"Glenn Claes",241501,67,53,36,1
"Jason Lowe",241728,68,51,30,1
"Javier Fernandez Annunziata",241747,63,63,2,1
"Francisco Alcacer",241825,80,53,74,1
"George Long",241996,65,310,13,1
"Liassine Cadamuro",241997,73,38,19,1
"Joel Campbell",242094,76,66,59,3
"Borja Ekiza",242151,75,52,71,1
"Djibril Sidibe",242156,75,54,80,1
"David Wijns",242229,63,48,3,1
"Jeremy Dumesnil",242234,60,297,5,1
"William Dutoit",242243,70,348,27,1
"Jonas Heymans",242260,65,51,16,2
"Michael Clepkens",242300,66,327,12,1
"Marcin Kalkowski",242306,65,49,8,1
"Dong-Won Ji",242308,71,64,37,2
"Ignasi Miquel",242418,69,39,1,1
"Rafinha",242469,79,52,43,1
"Nacho Cases",242477,74,40,53,1
"Roberto Firmino",242709,82,44,150,2
"Adrien Trebel",242719,74,61,51,2
"Diogo Figueiras",242783,77,64,69,3
"Josue",242872,76,67,57,1
"Ricardo Ferreira",242874,73,57,34,1
"Tiago Ferreira",242877,66,53,6,2
"Joao Amorim",242879,67,59,18,1
"Tiago Rodrigues",242882,74,51,56,1
"Christian Atsu",242887,76,56,61,4
"Alhassan Wakaso",242889,71,59,66,1
"Ruben Ferreira",242892,77,54,100,1
"Kanu",242894,66,51,11,1
"Rafael Amorim",242901,65,62,24,1
"Sergio Romeo Marakis",242903,64,48,10,1
"Arsenio",242904,69,43,29,1
"Jean-Christophe Bahebeck",242958,73,59,42,1
"Adam Taggart",243068,68,65,4,1
"Akaki Gogia",243127,69,58,4,1
"William Gross",243131,60,59,23,1
"Gary Mackay-Steven",243160,73,48,109,1
"David Timor Copovi",243163,74,51,17,1
"Julian Draxler",243164,82,50,103,1
"David Biton",243240,72,50,28,2
"Chris Mavinga",243248,73,57,62,1
"Gregory Mertens",243250,68,126,50,1
"Jody Lukoki",243421,69,55,69,1
"Geoffrey Castillion",243422,66,62,39,1
"Rodney Sneijder",243424,69,40,33,1
"Ouasim Bouy",243425,70,50,28,2
"Giliano Wijnaldum",243429,67,54,56,1
"Mitchell te Vrede",243430,69,42,43,1
"Thomas Bruns",243439,70,60,108,1
"Dammyano Grootfaam",243440,59,44,2,1
"Mark Janssen",243456,59,35,1,1
"Stefano Marzo",243465,68,52,77,2
"Imad Najah",243466,65,49,16,1
"Peter van Ooijen",243473,68,53,17,1
"Dries Wuytens",243481,69,59,80,2
"Benjamin van Leer",243482,69,344,34,1
"Collin van Eijk",243486,57,291,1,1
"Thijs Bouma",243489,64,57,4,1
"Filip Bednarek",243490,62,315,5,1
"Ninos Gouriye",243492,68,64,42,1
"Stefan Thesker",243493,69,56,11,2
"Nils Roeseler",243496,64,40,29,1
"Ludcinio Marengo",243500,64,45,3,1
"Kai Heerings",243501,67,63,40,1
"Stefano Lilipaly",243507,65,62,2,1
"Anouar Kali",243509,71,48,83,1
"Enzio Boldewijn",243516,62,52,2,1
"Patrick J. ter Mate",243548,60,300,1,1
"Cristian Battocchio",243608,68,57,1,1
"Pedro Ramirez",243649,65,55,3,1
"Hernan",243781,71,62,11,1
"Victor Garcia",243789,67,52,1,1
"Pelle Jensen",243827,62,61,2,1
"Tom Trybull",243828,69,58,18,1
"Andre Hahn",243829,77,67,64,1
"Lars Veldwijk",243937,72,142,35,1
"Simon Murray",244035,60,57,9,1
"Matan Ohayon",244065,63,49,25,1
"Akoete Eninful",244128,59,56,3,1
"Fede Vico",244136,70,60,11,2
"Zezinho",244155,69,51,2,1
"Mathias Gehrt",244278,68,59,29,1
"Diego Rubio",244377,71,54,2,1
"Stefano Magnasco",244398,68,68,25,1
"Mustafa Saymak",244458,72,48,55,1
"Fraser Kerr",244525,62,41,35,1
"Jerome Roussillon",244558,73,52,60,1
"Jota",244563,70,55,8,1
"Esmael Goncalves",244774,69,47,30,3
"Mattia Valoti",244809,71,51,1,1
"Davide Zappacosta",244811,76,45,40,1
"Federico Ceccherini",244816,70,51,32,1
"Giuseppe De Luca",244835,72,42,13,1
"Amidu Salifu",244840,72,44,9,1
"Darwin Andrade",244904,70,36,23,1
"Paul McCallum",244911,62,58,4,1
"Ziggy Gordon",244953,64,51,64,1
"Lewis Toshney",244959,59,52,39,1
"Rodrigo Ely",244963,70,52,2,1
"Stefano Sturaro",244966,77,55,45,1
"Filippo Falco",244970,65,50,1,1
"Jason Naismith",245022,62,34,64,1
"Sava Miladinovic Bento",245156,63,45,6,1
"Sekou Junior Sanogo",245161,69,54,96,1
"Gaetan Courtet",245287,69,62,36,1
"Jeffrey Gouweleeuw",245315,75,56,156,2
"Rafael Crivellaro",245412,68,20,26,2
"Ryo Miyaichi",245422,71,68,26,2
"Andre Micael",245423,67,51,97,2
"Stefanos Kapinos",245433,73,361,1,1
"Julio Regufe Alves",245438,64,45,6,1
"Jeong-Ho Hong",245526,73,50,35,1
"Suk-Young Yun",245530,73,123,19,1
"Geronimo Rulli",245555,79,390,58,1
"Juan Manuel Iturbe",245572,77,47,49,1
"Davy Roef",245599,69,347,1,1
"Abdelfettah Boukhriss",245653,64,51,1,1
"Pablo Hernandez",246177,77,55,43,1
"Juan Calahorro",246187,64,40,4,1
"Sergio Alvarez",246201,76,384,73,1
"David Junca",246218,70,52,25,1
"Rory McKenzie",246316,64,60,82,1
"Liam Polworth",246317,60,50,41,1
"Benjamin Morel",246330,62,56,2,1
"Willy Boly",246331,74,49,61,2
"Ziri Hammar",246332,65,60,4,1
"Andre Carrillo",246414,80,57,73,1
"Juan Carlos",246422,70,351,51,1
"Gerard Moreno",246438,75,56,38,1
"Jason Adesanya",246552,62,52,7,1
"Benedikt Roecker",246571,69,56,1,1
"Raheem Sterling",246575,82,63,100,1
"Imanol Iriberri",247169,64,54,10,1
"Lion Kaak",248123,64,45,14,1
"Leon van Dijk",248150,59,57,2,1
"Joey Pelupessy",248151,68,59,46,1
"Mark Engberink",248152,58,50,3,1
"Cas Peters",248154,68,53,28,1
"Chaker Alhadhur",248169,67,58,34,1
"Alexander Schwolow",248437,69,343,1,1
"Paul Pogba",248453,86,50,108,1
"Ryan Tunnicliffe",248454,67,53,2,1
"Mateusz Szczepaniak",248457,64,61,27,1
"Michy Batshuayi",248689,79,57,67,2
"Mario Bilate",248714,63,71,7,1
"Wojciech Pawlowski",249057,65,321,18,1
"Lukasz Zejdler",249059,58,62,15,1
"Dejan Meleg",249225,66,40,5,1
"Uros Vitas",249237,66,67,6,1
"Nika Dzalamidze",249550,68,124,68,1
"Dan Nistor",249761,70,49,1,1
"Denis Prychynenko",251131,64,43,1,1
"Lloyd Palun",251243,70,69,42,1
"Andre Ramalho Silva",251244,71,61,11,1
"Javier Espinosa Gonzalez",251256,72,57,11,1
"Federico Viviani",251384,73,53,19,1
"Gerard Deulofeu",251925,80,64,35,2
"Bruno Lopes",252283,68,50,13,1
"Gianluca Caprari",252650,73,48,14,1
"Michal Szromnik",252672,50,259,11,1
"Vladimir Boljevic",252677,61,51,38,1
"Lucas Andersen",252969,74,51,50,1
"Jakub Bak",252972,62,50,20,1
"Nikola Maksimovic",253088,80,52,63,1
"Kane Hemmings",253103,65,56,34,1
"Virgil Misidjan",253120,68,39,28,1
"Paul Gladon",253121,66,66,3,1
"Ferhan Hasani",253410,69,46,1,1
"Jamie Reckord",253631,62,48,40,1
"Jake Carroll",253748,63,55,8,1
"Stole Dimitrievski",254241,63,317,1,1
"Mateusz Zachara",254289,67,60,47,1
"Florian Thauvin",254308,77,52,96,2
"Alpaslan Ozturk",254455,72,49,35,1
"Danny Ward",254472,65,321,23,2
"Niels Vandenbroucke",254608,59,47,2,1
"Thievy Bifouma",254702,73,57,47,3
"Armando Sadiku",254704,64,51,28,1
"Perry Kitchen",254975,70,64,9,1
"Simon Thern",255221,73,51,23,1
"Antonio Signori Dominique",255251,54,261,11,1
"Plamen Krachunov",255538,55,38,1,1
"Nikola Lekovic",255960,66,51,22,1
"Ole Kristian Selnaes",255963,72,55,2,1
"Arne Naudts",256197,61,64,1,1
"Loris Brogno",256198,60,56,2,1
"Niels Mestdagh",256202,57,44,2,1
"Alhassane Bangoura",256727,77,39,76,2
"Agustin Vuletich",256728,65,56,2,1
"Daniel Kaufmann",256968,57,59,21,1
"Gevaro Nepomuceno",257540,66,41,3,1
"Gary Fisher",257695,62,106,4,1
"Gabriel",257757,56,105,15,1
"Ruben Ligeon",257828,69,46,28,1
"Erdin Demir",257843,66,51,30,1
"Mario Buehler",257845,58,56,29,1
"Jores Okore",257847,77,70,36,1
"Alvaro Gonzalez Soberon",257855,76,53,140,1
"William Carvalho",257865,81,45,105,2
"Dziugas Bartkus",258206,59,309,7,1
"Branimir Hrgota",258245,70,48,13,1
"Victor Nilsson Lindeloef",258269,72,52,14,1
"Issa Cissokho",258873,77,53,73,2
"Robin Knoche",259296,77,59,72,1
"Emil Krafth",259306,69,57,2,1
"Mike van Duinen",259375,70,48,112,1
"Filip Mladenovic",259439,70,61,10,1
"Nicolas Castillo",259507,73,55,13,2
"Stephen Kingsley",259810,61,51,4,1
"Jorge Rojas",260182,71,63,4,1
"Leonardo Bittencourt",260470,76,62,64,1
"Daniel Devine",260486,62,39,59,1
"Kossi Prince Segbefia",260564,66,58,13,1
"Ximo Navarro",260659,75,114,41,1
"Hekuran Kryeziu",260708,63,57,58,1
"Berat Djimsiti",260964,62,49,104,2
"Charlie I'Anson",260969,62,57,2,1
"Jordan Veretout",261313,76,47,80,2
"Alim Oezturk",261332,65,47,24,1
"Matheus",261348,77,380,26,1
"Muamer Tankovic",261597,67,49,24,2
"Adnane Tighadouini",261599,74,48,38,2
"Dimitri Foulquier",261609,71,48,54,2
"Vladlen Yurchenko",261653,64,48,3,1
"Jere Uronen",261654,68,43,1,1
"Iago Herrerin",261787,74,364,10,1
"Miles Storey",262542,60,50,29,1
"Moi Gomez",262592,77,49,41,1
"Alex Schalk",262753,67,50,57,2
"Stephen Hendrie",262930,62,47,26,1
"Henrique Miranda",263144,59,45,1,1
"Mauro",263260,74,53,54,1
"Adryan",263276,73,43,21,2
"Maxime Dupe",263511,69,344,17,1
"John Stones",263653,77,51,69,1
"Julian Dudda",263661,58,53,1,1
"Jamie Masson",263673,60,39,4,1
"Declan McDaid",263676,60,50,6,1
"Gaetan Karlen",263693,62,64,10,1
"Piotr Mrozinski",263712,60,48,21,1
"Arlind Ajeti",263796,68,52,34,2
"Guti",263952,68,58,5,1
"Ismael Diomande",264085,71,58,27,1
"Washington",264089,67,68,30,1
"Thorgan Hazard",264190,78,37,49,2
"Mathieu Salamand",264201,55,54,18,1
"Jordan Forster",264216,61,58,29,1
"Kevin Wimmer",264221,78,61,41,2
"Alex Martinez",264293,72,67,12,1
"Tomasz Ptak",264578,51,255,13,1
"Louis Laing",264686,64,57,24,1
"Julian Wiessmeier",264702,64,49,2,1
"Kwame Franck Elie Mawuena",264730,54,44,1,1
"Carlos Daniel",264738,60,64,2,1
"Andre Dias",264739,61,48,4,1
"Alvarinho",264743,66,51,21,1
"Jason Holt",264837,60,53,35,1
"David Smith",264839,53,44,19,1
"Sammy Ameobi",264840,69,46,21,1
"Alessandro Florenzi",264842,79,48,103,1
"Mike van der Hoorn",264860,74,58,62,1
"Ivan Balliu",264885,67,52,58,1
"Fernando Canesin Matos",265123,72,61,75,1
"Gabriel",265273,74,361,7,1
"Naldo",265275,76,38,60,3
"Eber Bessa",265277,66,51,29,1
"Chris Loewe",265363,73,54,6,1
"Revson",265412,65,34,17,1
"Boubacar Sylla",265591,58,58,5,1
"Alex Goncalves",265618,70,50,14,1
"Bruno Cortez",265688,74,49,6,1
"Elvis",265703,66,25,17,1
"Ante Rebic",265725,69,67,9,1
"Alexandre Coeff",265727,71,109,32,3
"Anderson Carvalho",265799,66,40,33,1
"Nene Bonilha",265913,69,46,16,1
"Andre Wisdom",265918,71,53,44,1
"Gregoire Defrel",265924,75,59,55,1
"Petar Brlek",265944,59,59,2,1
"Clinton Mata",266105,66,47,16,1
"Szymon Drewniak",266279,62,48,22,1
"Christ Mbondi",266280,57,41,1,1
"Pierre-Emil Hoejbjerg",266523,74,50,28,1
"Viktor Fischer",266526,77,62,53,1
"Prince Desir Gouano",266546,70,60,46,2
"Dominik Masek",266841,61,53,1,1
"Stephane Bahoken",266995,62,56,5,2
"Matheus Carvalho",267008,68,55,4,1
"Gaston Brugman",267260,68,54,10,1
"Marquinhos",267365,81,47,80,2
"Wallace",267369,70,59,14,2
"Lucas Piazon",267380,77,49,39,3
"Leo Bonatini",267383,76,60,44,1
"Deyvison",267680,67,48,12,1
"Ferreira",267720,67,44,35,1
"Alan Henrique",267728,71,54,5,1
"Guilherme",267863,74,50,36,1
"Guido Marcelo Carrillo",267894,72,48,15,1
"Bruno Peres",267911,80,47,58,1
"Ancelmo Junior",267915,66,53,1,1
"Wilson Kamavuaka",267992,67,56,1,1
"Anderson Conceicao",268039,72,58,14,1
"Javi Hervas",268207,74,67,1,1
"Junior Lopes",268213,64,57,1,1
"Lima",268257,70,60,31,1
"Stefan Ristovski",268261,62,41,4,1
"Bruno Gonzalez",268273,74,50,32,1
"Manuel Trigueros",268282,80,50,75,1
"Dieguinho",268283,67,55,6,1
"Kelvin",268284,74,56,11,1
"Gideao",268306,71,352,8,1
"Emiliano Martinez",268375,66,339,3,1
"Edenilson",268394,76,47,54,1
"Anderson Melo",268586,58,50,1,1
"Marvin Bakalorz",269666,71,64,26,1
"Christoph Kramer",269788,79,44,86,1
"Georgiy Zhukov",269806,66,64,15,1
"Igor Berezovsky",270473,65,323,13,1
"Franco Vazquez",270774,80,58,85,2
"Kwang-Ryong Pak",271684,64,64,12,1
"Robert Mazan",273419,66,51,1,1
"Luka Maric",273458,60,46,10,1
"Soares Bordignon Arghus",273564,70,47,4,1
"Gergo Lovrencsics",274156,73,54,88,1
"Cristian Cuevas",274456,67,48,20,1
"Hector Herrera",274623,78,126,69,1
"Yanick Brecher",274776,61,312,36,1
"Marco Kehl-Gomez",274778,62,52,5,1
"Moritz Bauer",274779,60,53,71,1
"Imran Bunjaku",274780,55,47,1,1
"Selim Khelifi",274781,68,55,34,1
"Vincent Bikana",274786,56,64,5,1
"Yvon Mvogo",274787,72,359,88,1
"Silvan Widmer",275034,75,44,67,1
"Moussa Konate",275122,73,44,65,2
"Martin Kobylanski",275328,63,51,1,1
"Samuel Stefanik",275457,67,56,17,2
"Bartosz Spiaczka",275573,62,55,22,1
"Mateusz Lewandowski",275726,64,68,56,1
"Mateusz Mak",275735,68,57,40,1
"Bartosz Szeliga",275739,65,54,31,1
"Krzysztof Kaminski",275751,63,317,32,1
"Andrzej Witan",275760,59,293,15,1
"Michal Markowski",275763,58,52,10,1
"Pawel Oleksy",275765,64,65,60,1
"Jakub Wojcicki",275771,67,49,74,1
"Josh Meekings",275936,69,55,141,1
"Lukas Droppa",275992,64,42,20,1
"Gwion Edwards",276119,62,48,4,1
"Ben Davies",276121,76,45,88,1
"Hugo Sousa",276261,67,54,17,1
"Rhys McCabe",276290,66,39,8,1
"Ronny Garbuschewski",276676,68,59,3,1
"Philip Heise",276700,70,67,1,1
"Adis Jahovic",276701,70,56,5,1
"Ronny Philp",276708,68,60,8,1
"Patrick Bauer",276734,69,58,43,1
"Antonio Ruediger",276738,76,59,89,2
"Florian Niederlechner",276760,72,60,1,1
"Niclas Fuellkrug",276791,70,56,2,1
"Rory McKeown",277234,60,56,38,1
"Adam Gyurcso",277313,69,46,8,1
"Ousseynou Cisse",277325,70,46,9,1
"Dimitri Mohamed",277335,62,62,14,1
"Yoann Touzghar",277341,71,57,22,1
"Hugo Rodriguez",277347,63,46,2,1
"Thomas Vincensini",277348,60,299,1,1
"Gael Angoula",277384,66,71,25,1
"Benjamin Boulenger",277390,66,47,9,1
"Christophe Kerbrat",277412,75,54,92,1
"Jason Buaillon",277434,59,49,1,1
"Florian Raspentino",277439,69,52,46,1
"Khalid Sekkat",277441,63,51,1,1
"Alexi Peuget",277443,66,50,13,1
"Clement Tainmont",277444,71,41,33,1
"Arkadiusz Milik",277460,77,62,74,3
"Lukasz Boguslawski",277466,70,47,7,1
"Krzysztof Baran",277487,65,320,27,1
"Tomas Docekal",277536,60,42,9,1
"Yoann Arquin",277569,61,59,36,1
"Florian Jozefzoon",277597,71,56,46,1
"Lorenzo Burnet",277608,69,52,98,1
"Daryl van Mieghem",277609,67,65,34,1
"Marcelo Valverde",277693,66,336,14,1
"Oliver",277705,63,39,4,1
"Chancel Mbemba",277761,77,53,53,2
"Rudy",277766,70,46,41,2
"Amidio Balde",277767,69,58,43,3
"Jannes Vansteenkiste",277770,59,53,1,1
"Thomas Meunier",277771,76,51,69,1
"Zinho Gano",277772,67,53,30,1
"Ayub Masika",277779,64,46,13,1
"Connor Laerenbergh",277796,57,53,1,1
"Liroy Zhairi",277813,64,52,12,1
"Ayanda Patosi",277821,72,43,64,1
"Quentin Pottiez",277826,63,47,3,1
"Dylan De Belder",277827,60,62,1,1
"Lionel Gendarme",277840,49,45,7,1
"Hendrik van Crombrugge",277845,55,273,1,1
"Dino Arslanagic",277848,71,56,38,1
"Kenneth Omeruo",277849,72,55,35,1
"Maciej Kostrzewa",277905,56,53,9,1
"Daniel Lukasik",277935,67,57,52,1
"Michal Efir",277936,61,53,2,1
"Jakub Bartkowski",278153,62,61,42,1
"Khalid Karami",278284,66,57,46,1
"Paulo Gazzaniga",278285,65,346,20,1
"Rachid Alioui",278338,67,54,11,1
"Bouna Sarr",278341,72,58,32,1
"Riyad Mahrez",278343,81,54,61,1
"Valeri Kazaishvili",278473,75,49,73,1
"Ross Caldwell",278541,53,43,5,1
"Robert Muehren",278807,68,52,13,1
"Julian Korb",278815,75,61,59,1
"Janek Sternberg",278823,64,56,16,1
"John Anthony Brooks",278831,77,44,58,1
"Thomas Lam",278838,69,66,60,1
"Robert Klaasen",278839,65,45,10,1
"Kevin Luckassen",278840,63,42,9,1
"Xhelil Abdulla",278842,62,42,2,1
"Martijn de Swart",278844,60,300,2,1
"Stanley Elbers",278848,65,54,14,1
"Jaap van Duijn",278849,60,59,1,1
"Will Orban",278856,74,58,1,1
"Julian-Maurice Derstroff",278857,64,56,9,1
"Yunus Malli",278863,78,66,78,1
"Shawn Parker",278864,70,44,14,1
"Patrick Rakovsky",278865,69,342,6,1
"Aleksandar Stevanovic",278866,65,50,2,1
"Oezkan Yildirim",278867,68,62,6,1
"Edgar Salli",278917,73,51,28,2
"Martijn de Vries",279103,59,58,1,1
"Jurgen Mattheij",279104,66,53,42,1
"Daan Smith",279105,61,53,14,1
"Kevin Jansen",279107,68,61,98,1
"Darren Maatsen",279109,61,45,18,2
"Mick van Buren",279110,65,57,6,1
"Mats Seuntjes",279116,65,43,41,1
"Emiliano Sala",279172,73,41,33,1
"Faycal Fajr",279173,76,62,69,2
"Baptiste Reynet",279175,72,357,41,1
"Thomas Guerbert",279178,68,60,27,1
"Saber Khalifa",279181,75,49,54,1
"Sidy Kone",279185,64,48,1,1
"Robin Quaison",279392,73,52,22,1
"Cheick Fantamady Diarra",279449,67,53,6,1
"Kenny Lala",279461,66,48,19,1
"Souahilo Meite",279477,70,51,8,2
